,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.0,1,"[[0, 1]]",1
EpPi,0.2060384873545824,1,"[[0.1786162896590262, 1]]",1
MolossusPhyllostomus,10000000000.0,1,"[[10000000000, 1]]",1
Myodm,0.0,1,"[[0, 1]]",1
Phyllostomidae,0.0,1,"[[0, 1]]",1
Phyllostomus,0.3929122026069001,1,"[[0.3314872764141844, 1]]",1
Pteropodidae,0.1760964245787651,1,"[[0.1544964082520386, 1]]",1
Vespertilionidae,0.0791080669707345,1,"[[0.06886497244552917, 1]]",1
Yangochiroptera,0.0,1,"[[0, 1]]",1
ajXP_037002415_1,0.3790667942988666,1,"[[0.3290646616846709, 1]]",1
drXP_024429971_2,0.4045582863116177,1,"[[0.346179064366602, 1]]",1
mbXP_005864283_1,1.0,1,"[[1, 1]]",1
mdXP_059566145_1,1.0,1,"[[1, 1]]",1
mlXP_006104412_1,1.0,1,"[[1, 1]]",1
mmXP_036182605_1,0.0,1,"[[0, 1]]",1
moXP_036114614_1,0.0,1,"[[0, 1]]",1
paXP_015444351_1,0.0,1,"[[0, 1]]",1
pdXP_028371204_1,0.0,1,"[[0, 1]]",1
pgXP_039696915_1,1.0,1,"[[1, 1]]",1
phXP_045710918_1,1.0,1,"[[1, 1]]",1
pkXP_036286346_1,0.1903877133113025,1,"[[0.1638985622073081, 1]]",1
pnCAK6449716_1,10000000000.0,1,"[[10000000000, 1]]",1
pvXP_011367097_1,1.0,1,"[[1, 1]]",1
raXP_015974879_1,0.07282440346339064,1,"[[0.06287016962888892, 1]]",1
rfXP_032975975_1,1.033418974188951,1,"[[0.864071771072884, 1]]",1
sbXP_066108100_1,0.1210442268325812,1,"[[0.1033070258791447, 1]]",1
