,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.0,1,"[[0, 1]]",1.0
EpPi,0.0204326479556229,1,"[[0.01801272004745031, 1]]",1.0
MolossusPhyllostomus,0.02721479546034913,1,"[[0.02369817995434255, 1]]",1.0
Myobl,0.3568538305055036,2,"[[0.1178926258556494, 0.9910802972902143], [307.5660190315463, 0.008919702709785704]]",9.110051094296523e-05
Myodm,0.08299634695846377,1,"[[0.06842881015083016, 1]]",1.0
Myotis,0.06029740770840733,1,"[[0.0522387514998801, 1]]",1.0
Phyllostomidae,0.06165338884770348,1,"[[0.05709730455944356, 1]]",1.0
Phyllostomus,0.02473723315085053,1,"[[0.02129643588112369, 1]]",1.0
Pipistrellus,0.04262207676204213,1,"[[0.03783957257851718, 1]]",1.0
Pteropodidae,0.0527024574129019,1,"[[0.04589217046175868, 1]]",1.0
Pteropus,0.03772984383614315,1,"[[0.03217016180425708, 1]]",1.0
Pteropusgv,0.0,1,"[[0, 1]]",1.0
Vespertilionidae,0.02380249195949677,1,"[[0.02103853897440325, 1]]",1.0
Yangochiroptera,0.05122278669262553,1,"[[0.05297362711949487, 1]]",1.0
YangochiropteraAfterSaccopteryx,0.0,1,"[[0, 1]]",1.0
ajXP_037016420_1,0.0972798558863038,2,"[[0.05579907173502558, 0.9963504320214845], [24242.24058910811, 0.003649567978515456]]",0.7636694010328189
drXP_045042827_2,0.05509536788719025,1,"[[0.04203543662915703, 1]]",1.0
enKAK1327598_1,0.0,1,"[[0, 1]]",1.0
mbXP_014390617_1,0.08728002890045243,1,"[[0.07779068061708731, 1]]",1.0
mdXP_059537397_1,0.0,1,"[[0, 1]]",1.0
mlXP_023603834_1,0.0,1,"[[0, 1]]",1.0
mmXP_036154687_1,0.0,1,"[[0, 1]]",1.0
moXP_036108627_1,0.0749311724542467,1,"[[0.06795494241553834, 1]]",1.0
paXP_006917399_1,0.7512072292890956,1,"[[0.5889537777531331, 1]]",1.0
pdXP_028388279_1,0.2174482270959915,1,"[[0.2063240566655729, 1]]",1.0
pgXP_039719164_1,0.0,1,"[[0, 1]]",1.0
phXP_045691109_1,0.0,1,"[[0, 1]]",1.0
pkXP_036276122_1,0.03741158334341944,1,"[[0.03204020999475174, 1]]",1.0
pnCAK6444009_1,0.1012364224027902,1,"[[0.08895320802338215, 1]]",1.0
pvXP_023380608_1,1.210671379619711,2,"[[0.1516363332178364, 0.9370844800361964], [2031.681078922612, 0.06291551996380362]]",0.0
raXP_015991233_1,0.01652474271939426,1,"[[0.01466565202307607, 1]]",1.0
rfXP_032973329_1,0.04491779990674103,1,"[[0.0400254088340521, 1]]",1.0
sbXP_066111890_1,0.05957234771203337,1,"[[0.05148901149211669, 1]]",1.0
