,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.0,1,"[[0, 1]]",1
EpPi,0.0,1,"[[0, 1]]",1
MolossusPhyllostomus,0.0,1,"[[0, 1]]",1
Phyllostomidae,0.0,1,"[[0, 1]]",1
Pipistrellus,0.0,1,"[[0, 1]]",1
Pteropodidae,0.05592193062666507,1,"[[0.05420288963596159, 1]]",1
Pteropus,0.0,1,"[[0, 1]]",1
Vespertilionidae,0.0,1,"[[0, 1]]",1
Yangochiroptera,0.0,1,"[[0, 1]]",1
ajXP_053510820_1,0.0,1,"[[0, 1]]",1
drXP_024412574_1,0.0,1,"[[0, 1]]",1
enKAK1338789_1,0.0,1,"[[0, 1]]",1
mbXP_014385438_1,0.0,1,"[[0, 1]]",1
mdXP_059564106_1,0.0,1,"[[0, 1]]",1
mlXP_023619475_1,1.0,1,"[[1, 1]]",1
mmXP_036211327_1,1.0,1,"[[1, 1]]",1
moXP_036122826_1,0.1242742608588302,1,"[[0.11970700475064, 1]]",1
paXP_006913650_1,1.0,1,"[[1, 1]]",1
pdXP_035886126_1,1.0,1,"[[1, 1]]",1
pgXP_039707385_1,1.0,1,"[[1, 1]]",1
phXP_045697253_1,1.0,1,"[[1, 1]]",1
pkXP_036304910_2,0.0,1,"[[0, 1]]",1
pnCAK6432506_1,0.5732677699108,1,"[[0.5460800229564399, 1]]",1
pvXP_011371114_1,1.0,1,"[[1, 1]]",1
raXP_015975977_1,0.0,1,"[[0, 1]]",1
rfXP_032965006_1,0.0,1,"[[0, 1]]",1
sbXP_066133569_1,0.0,1,"[[0, 1]]",1
