,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.0,1,"[[0, 1]]",1
EpPi,0.0,1,"[[0, 1]]",1
MolossusPhyllostomus,0.09146303846635813,1,"[[0.0735569722752971, 1]]",1
Myobl,0.819454770163101,2,"[[0, 0.9803902242519247], [100000, 0.01960977574807532]]",0
Myodm,0.0,1,"[[0, 1]]",1
Myotis,0.03629363893280312,1,"[[0.03314940786028723, 1]]",1
Phyllostomidae,0.0,1,"[[0, 1]]",1
Phyllostomus,0.0,1,"[[0, 1]]",1
Pipistrellus,0.04190033488595163,1,"[[0.03736154673790439, 1]]",1
Pteropodidae,0.01557103300855562,1,"[[0.01336364469874052, 1]]",1
Pteropus,0.0,1,"[[0, 1]]",1
Pteropusgv,0.3945915473846093,1,"[[0.341790006705836, 1]]",1
Vespertilionidae,0.02539356575869262,1,"[[0.02179958522564861, 1]]",1
Yangochiroptera,0.0,1,"[[0, 1]]",1
YangochiropteraAfterSaccopteryx,0.0,1,"[[1, 1]]",1
ajXP_053517459_1,0.0,1,"[[0, 1]]",1
drXP_024431244_1,0.0,1,"[[0, 1]]",1
enKAK1341267_1,0.4363368876021174,2,"[[0, 0.9706547844800381], [24242.24058910811, 0.02934521551996194]]",0
mbXP_014394712_1,0.0,1,"[[0, 1]]",1
mdXP_059538518_1,0.0,1,"[[0, 1]]",1
mlXP_014309509_1,0.0,1,"[[0, 1]]",1
mmXP_036157333_1,0.0,1,"[[0, 1]]",1
moXP_036108674_1,0.03609421194985298,1,"[[0.03165036798136026, 1]]",1
paXP_024903198_1,1.0,1,"[[1, 1]]",1
pdXP_028388535_1,0.04389730002546084,1,"[[0.03813668883448537, 1]]",1
pgXP_039738270_1,0.0,1,"[[0, 1]]",1
phXP_045685976_1,0.0,1,"[[0, 1]]",1
pkXP_036313504_1,0.0,1,"[[0, 1]]",1
pnCAK6443563_1,0.0,1,"[[0, 1]]",1
pvXP_023388172_1,1.0,1,"[[1, 1]]",1
raXP_036092556_1,0.03036072333831731,1,"[[0.02611142689194328, 1]]",1
rfXP_032972294_1,0.02422858471908509,1,"[[0.02133313209819618, 1]]",1
sbXP_066114182_1,0.0464615268933851,1,"[[0.04012520609521408, 1]]",1
