,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.2424003197986815,1,"[[0.1908805437998501, 1]]",1.0
EpPi,0.1844480809543443,1,"[[0.1762412280848859, 1]]",1.0
MolossusPhyllostomus,0.1382568578715871,1,"[[0.1178335174793166, 1]]",1.0
Myobl,0.0,1,"[[0, 1]]",1.0
Myodm,0.0,1,"[[0, 1]]",1.0
Myotis,0.1730477451413458,1,"[[0.1550348067475148, 1]]",1.0
Phyllostomidae,0.1955024657443302,1,"[[0.18329850038446, 1]]",1.0
Phyllostomus,0.2071335942855842,1,"[[0.1881731632300798, 1]]",1.0
Pipistrellus,0.2234528037381897,1,"[[0.2065368891430829, 1]]",1.0
Pteropodidae,0.2846197509006776,1,"[[0.2614491596569914, 1]]",1.0
Pteropus,0.06394778891136191,1,"[[0.05841947561756854, 1]]",1.0
Pteropusgv,0.0,1,"[[0, 1]]",1.0
Vespertilionidae,0.5192257200860053,1,"[[0.4856132612858464, 1]]",1.0
Yangochiroptera,0.2384217618199563,1,"[[0.2124147796928831, 1]]",1.0
YangochiropteraAfterSaccopteryx,10000000000.0,1,"[[10000000000, 1]]",1.0
ajXP_036988144_2,0.1349116466575994,2,"[[0.05519811568361491, 0.9932543919251279], [100000, 0.006745608074872123]]",0.5836838124365133
drXP_045054127_1,0.0738347220200097,1,"[[0.06889475602060867, 1]]",1.0
enKAK1336642_1,0.09539539378105028,1,"[[0.08469073963047966, 1]]",1.0
mbXP_014386638_1,0.0,1,"[[0, 1]]",1.0
mdXP_059559155_1,0.0,1,"[[0, 1]]",1.0
mlXP_006082826_2,0.4493811938814832,2,"[[0.1164181549248236, 0.9888454667460681], [100000, 0.0111545332539319]]",5.855522415276759e-07
mmXP_036174895_1,0.0,1,"[[0, 1]]",1.0
moXP_036110135_1,0.0,1,"[[0, 1]]",1.0
paXP_006906778_1,0.0,1,"[[0, 1]]",1.0
pdXP_035878748_1,0.0,1,"[[0, 1]]",1.0
pgXP_039700718_1,10000000000.0,1,"[[10000000000, 1]]",1.0
phXP_045710005_1,0.0,1,"[[0, 1]]",1.0
pkXP_045436392_1,0.1244286948645788,1,"[[0.1194448037023012, 1]]",1.0
pnCAK6448090_1,0.195159019108972,1,"[[0.1646746067937805, 1]]",1.0
pvXP_023385543_1,1.0,1,"[[1, 1]]",1.0
raXP_036092068_1,0.04404832482550033,1,"[[0.04034630710675346, 1]]",1.0
rfXP_032967775_1,0.2212122480502299,1,"[[0.2045335401626619, 1]]",1.0
sbXP_066088703_1,0.1145840908296458,1,"[[0.1048119318256666, 1]]",1.0
