,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.0,1,"[[0, 1]]",1
EpPi,0.9367596059167022,1,"[[0.8204785755569823, 1]]",1
MolossusPhyllostomus,0.2420956875313418,1,"[[0.1993830053179903, 1]]",1
Myobl,10000000000.0,1,"[[10000000000, 1]]",1
Myodm,0.8039679321835153,1,"[[0.6575955755232683, 1]]",1
Myotis,0.2514389231110175,1,"[[0.2115174315896211, 1]]",1
Phyllostomidae,0.2794036256581673,1,"[[0.2387223957703359, 1]]",1
Phyllostomus,0.2105013064254767,1,"[[0.1821365777413563, 1]]",1
Pipistrellus,0.2432428655912129,1,"[[0.2056567529108852, 1]]",1
Pteropodidae,0.473657676080631,1,"[[0.3721873036467974, 1]]",1
Pteropus,0.1864558857818211,1,"[[0.1532516484996187, 1]]",1
Pteropusgv,0.0,1,"[[0, 1]]",1
Vespertilionidae,0.3475727207520167,1,"[[0.30205746694018, 1]]",1
Yangochiroptera,0.2229778628666612,1,"[[0.1952323268786264, 1]]",1
YangochiropteraAfterSaccopteryx,0.0,1,"[[0, 1]]",1
ajXP_037015447_1,0.2374177728229726,1,"[[0.2019384540847875, 1]]",1
drXP_024413820_2,0.05967825728461728,1,"[[0.05177421884901066, 1]]",1
enKAK1338300_1,10000000000.0,1,"[[10000000000, 1]]",1
mbXP_005878145_1,0.0,1,"[[0, 1]]",1
mdXP_059557385_1,0.0,1,"[[0, 1]]",1
mlXP_006108155_1,0.1817035231895644,1,"[[0.1541034293996602, 1]]",1
mmXP_036172238_1,0.1315630345371726,1,"[[0.1133277803564023, 1]]",1
moXP_036104227_1,0.1425517241124883,1,"[[0.1247595841094129, 1]]",1
paXP_006926495_1,0.5058524072542072,1,"[[0.4366058328323905, 1]]",1
pdXP_028365132_1,0.0,1,"[[0, 1]]",1
pgXP_039709057_1,0.0,1,"[[0, 1]]",1
phXP_045699081_1,0.1608963524165901,1,"[[0.1369722974082989, 1]]",1
pkXP_036269926_1,0.0,1,"[[0, 1]]",1
pnCAK6446875_1,0.4826198911717296,1,"[[0.4085865684664972, 1]]",1
pvXP_011377392_1,1.0,1,"[[1, 1]]",1
raXP_016009361_1,0.0,1,"[[0, 1]]",1
rfXP_032952995_1,0.1669403740932145,1,"[[0.1463735820640408, 1]]",1
sbXP_066108794_1,0.3619600824029505,1,"[[0.3159200172676321, 1]]",1
