,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.02366706401890574,1,"[[0.02070068559211829, 1]]",1
EpPi,0.2623392133430312,2,"[[0, 0.9439808435842845], [5.573146894189435, 0.05601915641571553]]",1
MolossusPhyllostomus,0.0,1,"[[0, 1]]",1
Myodm,0.2313913515992569,1,"[[0.2019786876058265, 1]]",1
Myotis,0.6090879312578469,1,"[[0.5766872723447108, 1]]",1
Phyllostomidae,0.07798124411907897,1,"[[0.07200720868311829, 1]]",1
Phyllostomus,0.1638690663618501,1,"[[0.147904943856121, 1]]",1
Pteropodidae,0.1600277869043563,1,"[[0.1390410670383146, 1]]",1
Pteropus,0.2557925785615476,1,"[[0.206295523674953, 1]]",1
Pteropusgv,10000000000.0,1,"[[10000000000, 1]]",1
Vespertilionidae,0.05697848252095224,1,"[[0.04969787446472235, 1]]",1
Yangochiroptera,0.1481659229293712,1,"[[0.1303670254617976, 1]]",1
ajXP_036988784_2,0.1177244041568972,1,"[[0.1064279438912681, 1]]",1
drXP_024411127_2,0.1801152584077607,1,"[[0.1603097588590493, 1]]",1
enKAK1346989_1,9962091.99059529,2,"[[0.01958253138278215, 0.6252228498545941], [0.6069521574093218, 0.3747771501454059]]",1
mbXP_005879735_1,0.0,1,"[[0, 1]]",1
mdXP_059540436_1,0.4699464969642118,1,"[[0.4090903903933572, 1]]",1
mlXP_006101274_1,0.3476111198839451,1,"[[0.3029030210255111, 1]]",1
mmXP_036191702_1,10000000000.0,1,"[[10000000000, 1]]",1
moXP_036120894_1,0.4284585493503477,1,"[[0.3729902203123286, 1]]",1
paXP_006920881_1,1.0,1,"[[1, 1]]",1
pdXP_028368309_1,0.4226428006149058,1,"[[0.3770796253336255, 1]]",1
pgXP_039726811_1,0.0,1,"[[0, 1]]",1
phXP_045710067_1,0.1877691356259654,1,"[[0.1683918936340314, 1]]",1
pkXP_036295110_1,0.0,1,"[[0, 1]]",1
pnCAK6436054_1,0.1135382324308411,1,"[[0.09972769948120117, 1]]",1
pvXP_011357535_1,0.0,1,"[[0, 1]]",1
raXP_015998015_2,0.09867979244014836,2,"[[0, 0.9798573357870006], [5.704906931081917, 0.02014266421299937]]",1
rfXP_032987136_1,0.1464588424637918,1,"[[0.1302075103058459, 1]]",1
sbXP_066095962_1,0.08725267283927142,1,"[[0.08060019992051398, 1]]",1
