,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.2399399405880275,1,"[[0.2477028120386755, 1]]",1.0
EpPi,0.0,1,"[[0, 1]]",1.0
MolossusPhyllostomus,0.554013485895039,1,"[[0.539766334575719, 1]]",1.0
Myobl,10000000000.0,1,"[[10000000000, 1]]",1.0
Myotis,0.2056550065371901,1,"[[0.2421744395996667, 1]]",1.0
Phyllostomidae,0.1103990531486321,1,"[[0.1183203579159967, 1]]",1.0
Phyllostomus,0.0359169307856551,1,"[[0.03653060658732218, 1]]",1.0
Pipistrellus,0.2144552170787783,1,"[[0.1989194713606058, 1]]",1.0
Pteropodidae,0.2667437940751406,1,"[[0.2678480854711766, 1]]",1.0
Pteropus,0.3459351290389663,2,"[[0.1916545317931485, 0.9964873419546981], [1551.000333986629, 0.003512658045301875]]",0.01431324318857891
Vespertilionidae,0.09056433174757561,1,"[[0.08654174775378723, 1]]",1.0
Yangochiroptera,0.02461629416994903,1,"[[0.02360465361050412, 1]]",1.0
YangochiropteraAfterSaccopteryx,0.0,1,"[[0, 1]]",1.0
ajXP_053528294_1,0.0952857846128403,3,"[[0.06422533970653843, 0.001604143822837583], [0.07045126512735014, 0.9967628716074911], [660.0199436500897, 0.001632984569671309]]",0.1162230789808265
drXP_024429715_1,0.1066633734283714,1,"[[0.1083964975468302, 1]]",1.0
enKAK1346017_1,1.020458910074963,2,"[[0.03302214257954816, 0.8254963872220001], [246.6359430078579, 0.1745036127779999]]",0.0
mbXP_005877725_1,0.0,1,"[[0, 1]]",1.0
mdXP_059530320_1,0.0,1,"[[0, 1]]",1.0
mlXP_006093335_1,0.0,1,"[[0, 1]]",1.0
mmXP_036186069_1,0.2071058574989654,1,"[[0.2126451990229179, 1]]",1.0
moXP_036137128_1,0.2648977270097039,2,"[[0, 0.8587603186381674], [2.234740841566046, 0.1412396813618326]]",1.0
paXP_006919019_1,0.5017772808557046,1,"[[0.4279827828647024, 1]]",1.0
pdXP_028361428_1,0.04549848343949395,1,"[[0.0467476839130672, 1]]",1.0
pgXP_039694009_1,0.596275257347898,2,"[[0.3805840247127325, 0.9969066325493725], [100000, 0.003093367450627493]]",8.999144796018044e-07
phXP_045689997_1,0.2400840372092561,1,"[[0.2463952737874436, 1]]",1.0
pkXP_036275327_1,0.1119529109391992,1,"[[0.1127234913743444, 1]]",1.0
pnCAK6433262_1,0.1007838204576964,1,"[[0.1047765327367002, 1]]",1.0
pvXP_011363519_1,0.5005025026023703,1,"[[0.4280950609546513, 1]]",1.0
raXP_036083449_1,0.1319211736322005,1,"[[0.1153629241938503, 1]]",1.0
rfXP_032962155_1,0.1295170032938002,1,"[[0.136477088859034, 1]]",1.0
sbXP_066134951_1,0.2547785497058963,2,"[[0.1841717053479094, 0.9874402141078653], [8.492236526620665, 0.01255978589213469]]",1.0
