,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.0,1,"[[0, 1]]",1.0
EpPi,1.0,1,"[[1, 1]]",1.0
MolossusPhyllostomus,1.44951667392703,1,"[[0.810651466887299, 1]]",1.0
Myodm,0.1110629501661791,1,"[[0.10345282150361, 1]]",1.0
Myotis,0.1756183016625772,1,"[[0.1644475458752276, 1]]",1.0
Phyllostomidae,0.2664866041455289,1,"[[0.2498373313825181, 1]]",1.0
Phyllostomus,10000000000.0,1,"[[10000000000, 1]]",1.0
Pipistrellus,10000000000.0,1,"[[10000000000, 1]]",0.8781236607566112
Pteropodidae,0.2048608263573345,1,"[[0.1979813742530605, 1]]",1.0
Pteropus,0.081413439997342,1,"[[0.0746320244946693, 1]]",1.0
Pteropusgv,0.0,1,"[[0, 1]]",1.0
Vespertilionidae,0.1329612671887498,1,"[[0.130317084978844, 1]]",1.0
Yangochiroptera,0.1019189204452624,1,"[[0.09154832525836322, 1]]",1.0
ajXP_036996060_2,0.2949854444954276,1,"[[0.2751047277085545, 1]]",1.0
drXP_045039185_1,0.08712167221648019,1,"[[0.08042480028406836, 1]]",1.0
enKAK1335500_1,10000000000.0,1,"[[10000000000, 1]]",1.0
mbXP_005864251_1,0.0,1,"[[0, 1]]",1.0
mdXP_059566254_1,0.3472239543894879,1,"[[0.3238579029706005, 1]]",1.0
mlXP_006106608_1,10000000000.0,1,"[[10000000000, 1]]",1.0
mmXP_036182701_1,0.0,1,"[[0, 1]]",1.0
moXP_036114491_1,0.1511453854637304,1,"[[0.1442019691200959, 1]]",1.0
paXP_006911212_1,10000000000.0,1,"[[10000000000, 1]]",1.0
pdXP_028371570_1,10000000000.0,1,"[[10000000000, 1]]",1.0
pgXP_039716040_1,1.0,1,"[[1, 1]]",1.0
phXP_045710874_1,10000000000.0,1,"[[10000000000, 1]]",1.0
pkXP_036273266_1,0.0,1,"[[0, 1]]",1.0
pnCAK6449680_1,1.390810256314124,1,"[[1.304844335349795, 1]]",1.0
pvXP_011367031_1,0.7277622327587383,2,"[[0, 0.9867558573909518], [100000, 0.01324414260904816]]",0.1215038321940301
raXP_015974042_1,0.4787248055805758,1,"[[0.45776657644749, 1]]",1.0
rfXP_032975623_1,0.1900140516150402,1,"[[0.1795886234313384, 1]]",1.0
sbXP_066107988_1,0.3243950000384893,1,"[[0.3084548955480159, 1]]",1.0
