,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.0235735155607327,1,"[[0.0175096582626145, 1]]",1.0
EpPi,0.4046161923958184,1,"[[0.2828344804536506, 1]]",1.0
MolossusPhyllostomus,0.02921000407799904,1,"[[0.01182832528757811, 1]]",1.0
Myobl,0.3472314038616496,1,"[[0.3667356876188809, 1]]",1.0
Myodm,0.1433994114534161,1,"[[0.08845961558685217, 1]]",1.0
Myotis,10000000000.0,1,"[[10000000000, 1]]",1.0
Phyllostomidae,0.2677238589426615,1,"[[0.1763975736094311, 1]]",1.0
Phyllostomus,0.06040228241746328,2,"[[0.004193664890846129, 0.9834160466437272], [6.522167275578389, 0.01658395335627283]]",1.0
Pipistrellus,0.3389965005682187,1,"[[0.2109380741530785, 1]]",1.0
Pteropodidae,0.1072983986387018,1,"[[0.0870539737888232, 1]]",1.0
Pteropus,0.09519491750495128,1,"[[0.07104523421241755, 1]]",1.0
Pteropusgv,0.2717682268363186,1,"[[0.1930811094131092, 1]]",1.0
Vespertilionidae,0.1447048074726377,2,"[[0.02083283288114868, 0.9356831151235003], [2.702759921720559, 0.06431688487649967]]",1.0
Yangochiroptera,0.1607292389340673,2,"[[0, 0.9488192159591762], [6.113466236944822, 0.05118078404082382]]",0.7067074699459379
YangochiropteraAfterSaccopteryx,0.2135689830828833,1,"[[0.1920825508371899, 1]]",1.0
ajXP_036985435_2,0.1518072338517591,1,"[[0.08402641666280664, 1]]",1.0
drXP_024434481_1,0.2072204565838168,1,"[[0.2584365810814853, 1]]",1.0
enKAK1341710_1,0.1758723980666402,1,"[[0.1080210163191541, 1]]",1.0
mbXP_005880724_1,0.0,1,"[[0.1229659314316325, 1]]",1.0
mdXP_059541808_1,0.04412326175285106,1,"[[0.03064375797455483, 1]]",1.0
mmXP_036155055_1,0.08112394035659698,1,"[[0.05780129518173584, 1]]",1.0
moXP_036106132_1,0.3766673936109165,2,"[[0, 0.8341387758001694], [2.635060314847303, 0.1658612241998306]]",1.0
paXP_006915033_1,1.201669777622509,1,"[[0.9028868332709019, 1]]",1.0
pdXP_028382439_1,0.2205103260327758,1,"[[0.1060115789360289, 1]]",1.0
pgXP_039733234_1,10000000000.0,1,"[[10000000000, 1]]",1.0
phXP_045677232_1,0.5580234634634509,1,"[[1.325838071756877, 1]]",1.0
pkXP_045437617_1,0.263548214412044,1,"[[0.1530383782928156, 1]]",1.0
pnCAK6442531_1,3.015455366647627,1,"[[9.948015402062826, 1]]",1.0
pvXP_011376726_1,0.0,1,"[[0, 1]]",1.0
raXP_015999291_2,0.2137828651850952,1,"[[0.165152647541984, 1]]",1.0
rfXP_032960682_1,0.1582660090017751,1,"[[0.1308244182033056, 1]]",1.0
sbXP_066091389_1,0.1950814161693958,2,"[[0.09467718313322052, 0.9655681276226911], [3.501745963865508, 0.03443187237730894]]",1.0
