,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.3917320209335116,1,"[[0.3871613029263697, 1]]",1.0
EpPi,0.1712659348844103,1,"[[0.1684284599292575, 1]]",1.0
MolossusPhyllostomus,0.5710543060135486,1,"[[0.6087478060595044, 1]]",1.0
Myobl,1.590413563441714,2,"[[0, 0.9934639083482945], [314.6138039521881, 0.006536091651705545]]",0.1116375781218176
Myotis,0.3175785426211784,1,"[[0.3227849336842242, 1]]",1.0
Phyllostomidae,0.3710858398447177,1,"[[0.3729787011504941, 1]]",1.0
Phyllostomus,0.2230601451943351,1,"[[0.2227476560053065, 1]]",1.0
Pipistrellus,0.611691536695271,1,"[[0.6119824931833021, 1]]",1.0
Pteropodidae,0.3764298232083042,1,"[[0.3707315882914328, 1]]",1.0
Pteropus,0.3984475122186343,1,"[[0.37214958116896, 1]]",1.0
Pteropusgv,10000000000.0,1,"[[10000000000, 1]]",1.0
Vespertilionidae,0.3267768133973219,1,"[[0.3189753962317388, 1]]",1.0
Yangochiroptera,0.860244703899671,1,"[[0.8296998300706391, 1]]",1.0
ajXP_053512245_1,0.4098822780587223,1,"[[0.4088304729517071, 1]]",1.0
drXP_045051104_2,0.4985587588944786,1,"[[0.5021766168981358, 1]]",1.0
enKAK1334353_1,0.4252195861778152,1,"[[0.4224589447669824, 1]]",1.0
mbXP_014386950_1,0.2545444050241636,1,"[[0.2566477749037805, 1]]",1.0
mdXP_059513224_1,0.2668146999561073,1,"[[0.2709167688385138, 1]]",1.0
mlXP_023618217_1,0.3578003443583654,1,"[[0.3544080282468199, 1]]",1.0
mmXP_036186381_1,0.3441143156487285,1,"[[0.3365347165848541, 1]]",1.0
moXP_036116902_1,0.5106902228421746,2,"[[0.4675622020353565, 0.9906209765865843], [24242.24058910811, 0.009379023413415677]]",0.1866520251986314
paXP_006916088_1,0.0,1,"[[0, 1]]",1.0
pdXP_035877766_1,1.904014490646088,1,"[[1.929463480648724, 1]]",1.0
pgXP_039731412_1,0.4941902451147568,1,"[[0.4930044827016759, 1]]",1.0
phXP_045696430_1,0.2155440922823368,1,"[[0.2149087899332664, 1]]",1.0
pkXP_036289364_1,0.2506265084877605,1,"[[0.2504085873579188, 1]]",1.0
pnCAK6433857_1,0.2503679082151439,1,"[[0.2497425891794824, 1]]",1.0
pvXP_011379756_1,1.0,1,"[[1, 1]]",1.0
raXP_036094958_1,0.860561035197274,2,"[[0.4941696158210436, 0.9640661928323074], [322.6512757139471, 0.03593380716769257]]",1.720845688168993e-15
rfXP_032978290_1,0.382281729980275,2,"[[0, 0.8903755660167497], [4.80732325710633, 0.1096244339832503]]",1.0
sbXP_066112948_1,0.3916743690509767,2,"[[0, 0.7804721865585945], [2.104637358292397, 0.2195278134414055]]",1.0
