,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.0,1,"[[0, 1]]",1.0
EpPi,0.0,1,"[[0, 1]]",1.0
MolossusPhyllostomus,0.3132264480901946,1,"[[0.2795528161185696, 1]]",1.0
Myobl,0.371526963480542,2,"[[0, 0.9782138314550541], [100000, 0.02178616854494586]]",3.430585437502742e-06
Myodm,0.4301676949624818,1,"[[0.4029269624293779, 1]]",1.0
Myotis,10000000000.0,1,"[[10000000000, 1]]",1.0
Phyllostomidae,0.1424401432229668,1,"[[0.140520930860058, 1]]",1.0
Phyllostomus,0.1837774651724174,1,"[[0.1788080476855674, 1]]",1.0
Pipistrellus,0.09980701659241328,1,"[[0.09652179242636479, 1]]",1.0
Pteropodidae,0.07098743852520036,2,"[[0, 0.9739757919500156], [7.885020280698155, 0.0260242080499844]]",1.0
Pteropus,0.3125101694076373,1,"[[0.276658257271486, 1]]",1.0
Vespertilionidae,0.07881004767440936,1,"[[0.07721318594119812, 1]]",1.0
Yangochiroptera,0.0,1,"[[0, 1]]",1.0
ajXP_037021275_2,0.1700692711846364,1,"[[0.1624806183105388, 1]]",1.0
drXP_024424814_2,0.07028461338259132,1,"[[0.06556148600123492, 1]]",1.0
enKAK1342833_1,0.0,1,"[[0, 1]]",1.0
mbXP_014387355_1,0.3442154420492134,2,"[[0, 0.9867341870617163], [439.3999601931498, 0.01326581293828366]]",0.1563893918115128
mdXP_059552933_1,1.0,1,"[[1, 1]]",1.0
mlXP_014321934_1,0.4456373563349006,1,"[[0.4162255934651617, 1]]",1.0
mmXP_036169183_1,0.4270851255672983,1,"[[0.4115143164773044, 1]]",1.0
moXP_036096315_1,0.1200215470500283,1,"[[0.1146698159935982, 1]]",1.0
paXP_006904201_1,0.0,1,"[[0, 1]]",1.0
pdXP_028376331_1,0.3930593326786748,1,"[[0.3778894365506174, 1]]",1.0
pgXP_039734433_1,0.0,1,"[[0, 1]]",1.0
phXP_045687313_1,0.0,1,"[[0, 1]]",1.0
pkXP_036315974_1,0.2036322797751302,1,"[[0.1960017518901807, 1]]",1.0
pnCAK6445580_1,0.2715227354876137,1,"[[0.2619947810581325, 1]]",1.0
pvXP_011371894_1,0.0,1,"[[0, 1]]",1.0
raXP_016000723_2,0.1693254940527056,1,"[[0.1591761379188533, 1]]",1.0
rfXP_032990344_1,0.1745914953285583,1,"[[0.1644415527727626, 1]]",1.0
sbXP_066130575_1,0.2841422397094168,1,"[[0.2706872802525402, 1]]",1.0
