,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,10000000000.0,1,"[[10000000000, 1]]",1.0
EpPi,0.1580346011322514,1,"[[0.1476854838253451, 1]]",1.0
MolossusPhyllostomus,0.0,1,"[[0, 1]]",1.0
Myobl,0.3293615266615847,1,"[[0.3067905663819015, 1]]",1.0
Myotis,10000000000.0,1,"[[10000000000, 1]]",1.0
Phyllostomidae,0.243539297400378,2,"[[0, 0.9594416758790414], [5.589719702464711, 0.04055832412095861]]",1.0
Phyllostomus,0.2949292629580288,1,"[[0.2512025037269868, 1]]",1.0
Pipistrellus,0.3310862820506021,1,"[[0.3117641155176982, 1]]",1.0
Pteropodidae,0.2712499573965779,1,"[[0.2552250283894091, 1]]",1.0
Pteropus,0.0,1,"[[0, 1]]",1.0
Pteropusgv,0.8181181933822554,2,"[[0.7481536619835163, 0.7524434675090973], [24242.24058910811, 0.2475565324909027]]",6.871353264159552e-09
Vespertilionidae,0.127832395318536,1,"[[0.1225921411841696, 1]]",1.0
Yangochiroptera,0.02994040876703979,1,"[[0.0289852307385557, 1]]",1.0
YangochiropteraAfterSaccopteryx,0.0,1,"[[0, 1]]",1.0
ajXP_037021151_2,0.4273196185934619,1,"[[0.4032048069278669, 1]]",1.0
drXP_024424753_1,0.1159757805527083,1,"[[0.1182857991321352, 1]]",1.0
enKAK1342850_1,0.0,1,"[[0, 1]]",1.0
mbXP_005884449_1,10000000000.0,1,"[[10000000000, 1]]",1.0
mdXP_059553032_1,1.0,1,"[[1, 1]]",1.0
mlXP_006101152_1,1.0,1,"[[1, 1]]",1.0
mmXP_036170407_1,0.3279732760868843,1,"[[0.3089479767586686, 1]]",1.0
moXP_036096596_1,0.4690176901213229,1,"[[0.4265626737213915, 1]]",1.0
paXP_006904188_1,0.0,1,"[[0, 1]]",1.0
pdXP_028377339_1,0.1100195151897718,1,"[[0.101932932672252, 1]]",1.0
pgXP_039734389_1,0.3535642633983729,1,"[[0.3340747888652479, 1]]",1.0
phXP_045686737_1,10000000000.0,1,"[[10000000000, 1]]",1.0
pkXP_036315412_1,0.3270278035413451,1,"[[0.3075786928503365, 1]]",1.0
pnCAK6445594_1,10000000000.0,1,"[[10000000000, 1]]",1.0
pvXP_023394345_1,1.0,1,"[[1, 1]]",1.0
raXP_016000430_1,0.3934202184200288,1,"[[0.3496169361422654, 1]]",1.0
rfXP_032989728_1,0.1525268980585491,1,"[[0.1441274307951375, 1]]",1.0
sbXP_066130946_1,0.16479381149112,1,"[[0.1535473209718461, 1]]",1.0
