,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
AjPh,0.3801690121099811,1,"[[0.3463951422998287, 1]]",1.0
EpPi,0.0,1,"[[0, 1]]",1.0
MolossusPhyllostomus,10000000000.0,1,"[[10000000000, 1]]",1.0
Myotis,0.0,1,"[[0, 1]]",1.0
Phyllostomidae,0.07744357160477687,1,"[[0.06722980648149633, 1]]",1.0
Pipistrellus,0.1220002468071736,1,"[[0.1080135184963909, 1]]",1.0
Pteropodidae,0.232957496945139,1,"[[0.1928676931641187, 1]]",1.0
Pteropus,0.547004613412268,1,"[[10000000000, 1]]",1.0
Vespertilionidae,0.0,1,"[[0, 1]]",1.0
Yangochiroptera,0.0,1,"[[0, 1]]",1.0
YangochiropteraAfterSaccopteryx,0.0,1,"[[0, 1]]",1.0
ajXP_037013494_1,0.0,1,"[[0, 1]]",1.0
drXP_053779923_1,0.9721445426214859,1,"[[0.8482880232765468, 1]]",1.0
enKAK1334464_1,0.1988382735032988,1,"[[0.1715613189594429, 1]]",1.0
mbXP_014396790_1,10000000000.0,1,"[[10000000000, 1]]",1.0
mdXP_059512837_1,0.460649669179998,1,"[[0.4025357916843759, 1]]",1.0
mlXP_006101126_1,0.0,1,"[[0, 1]]",1.0
mmXP_036186807_1,0.0,1,"[[0, 1]]",1.0
moXP_036117861_1,0.7051458841409874,2,"[[0.4194177630939632, 0.9576968283079565], [24242.24058910811, 0.04230317169204345]]",0.02570772831283719
paXP_024907179_1,10000000000.0,1,"[[10000000000, 1]]",1.0
pdXP_028374321_1,0.0,1,"[[0, 1]]",1.0
phXP_045696434_1,0.0,1,"[[0, 1]]",1.0
pkXP_036289765_1,0.0,1,"[[0, 1]]",1.0
pnCAK6433975_1,0.0,1,"[[0, 1]]",1.0
pvXP_023380357_1,1.0,1,"[[1, 1]]",1.0
raXP_036073732_1,0.385930607290065,2,"[[0.1488676688436495, 0.9434445929529758], [4564.837840493406, 0.05655540704702422]]",0.000110577922702193
rfXP_032979832_1,0.3206414772409754,1,"[[0.2860224286598754, 1]]",1.0
sbXP_066113231_1,0.07898052259214976,1,"[[0.07090225045026564, 1]]",1.0
