,Baseline MG94xREV omega ratio,Rate classes,Rate distributions,Corrected P-value
EpPi,0.0,1,"[[0, 1]]",1
Myobl,0.0,1,"[[0, 1]]",1
Myodm,10000000000.0,1,"[[10000000000, 1]]",1
Phyllostomidae,10000000000.0,1,"[[10000000000, 1]]",1
Phyllostomus,0.5377906981562108,1,"[[0.4547295075263796, 1]]",1
Pipistrellus,0.4403928053427658,1,"[[0.382089319468479, 1]]",1
Pteropodidae,0.7204084435737004,1,"[[0.5198026143380532, 1]]",1
Vespertilionidae,0.0,1,"[[0, 1]]",1
Yangochiroptera,0.0,1,"[[0, 1]]",1
YangochiropteraAfterSaccopteryx,0.0,1,"[[0, 1]]",1
ajXP_037012159_2,0.0,1,"[[0, 1]]",1
drXP_024422916_3,0.0,1,"[[0, 1]]",1
enKAK1328701_1,10000000000.0,1,"[[10000000000, 1]]",1
mbXP_005852962_2,10000000000.0,1,"[[10000000000, 1]]",1
mdXP_059531872_1,1.0,1,"[[1, 1]]",1
mlXP_023616180_1,0.1545592974827182,2,"[[0.1493060910546878, 0.7052703161801512], [16.94183345451331, 0.2947296838198488]]",1
mmXP_036210376_1,0.0,1,"[[0, 1]]",1
moXP_036132595_1,0.2559955602708214,1,"[[0.2128148386333952, 1]]",1
paXP_006908671_1,1.0,1,"[[1, 1]]",1
pdXP_028384273_1,1.0,1,"[[1, 1]]",1
pgXP_039724247_1,1.0,1,"[[1, 1]]",1
phXP_045699511_1,0.0,1,"[[0, 1]]",1
pkXP_036305478_1,0.0,1,"[[0, 1]]",1
pnCAK6440419_1,10000000000.0,1,"[[10000000000, 1]]",1
pvXP_011354168_1,1.0,1,"[[1, 1]]",1
raXP_015982727_1,10000000000.0,1,"[[10000000000, 1]]",1
rfXP_032953043_1,0.1903905397821789,1,"[[0.1707759661066238, 1]]",1
sbXP_066111151_1,10000000000.0,1,"[[10000000000, 1]]",1
