NP_000082.2	pnCAK6448294.1	0.800	1660	324	0	10	1669	26	1647	0.000E+00	2986
NP_001849.2	pnCAK6446849.1	0.866	1141	152	0	1	1141	1	1136	0.000E+00	2200
NP_000079.2	pnCAK6438302.1	0.952	1464	70	0	1	1464	1	1457	0.000E+00	3120
NP_065084.2	pnCAK6441598.1	0.932	744	51	0	1	744	1	744	0.000E+00	1574
NP_005193.1	pnCAK6440943.1	0.928	703	51	0	1	703	1	703	0.000E+00	1471
NP_001842.3	pnCAK6446848.1	0.904	920	88	0	1	919	1	920	0.000E+00	1845
NP_690850.2	pnCAK6441302.1	0.836	1714	280	0	1	1714	1	1707	0.000E+00	3087
NP_001847.3	pnCAK6440872.1	0.863	1611	220	0	1	1604	1	1611	0.000E+00	3111
NP_569712.2	pnCAK6442009.1	0.762	1336	308	0	1	1336	1	1295	0.000E+00	2194
NP_001096078.1	pnCAK6435663.1	0.831	2261	382	0	2	2260	3	2263	0.000E+00	3895
XP_005247178.1	pnCAK6435663.1	0.831	2261	382	0	2	2260	3	2263	0.000E+00	3895
NP_001843.1	pnCAK6441000.1	0.916	684	57	0	6	689	2	685	0.000E+00	1408
XP_006710428.1	pnCAK6441000.1	0.916	684	57	0	6	689	2	685	0.000E+00	1408
NP_001844.3	pnCAK6447260.1	0.894	684	72	0	1	684	1	684	0.000E+00	1361
NP_942014.1	pnCAK6432904.1	0.860	697	91	0	1	654	1	697	0.000E+00	1293
NP_597714.2	pnCAK6444561.1	0.897	439	44	0	1	439	1	431	4.849E-278	847
NP_001835.3	pnCAK6443521.1	0.975	1487	37	0	1	1487	1	1487	0.000E+00	3240
NP_000083.3	pnCAK6448293.1	0.793	1687	345	0	4	1690	1	1667	0.000E+00	3009
NP_001032852.2	pnCAK6434516.1	0.847	1125	168	0	1	1125	1	1102	0.000E+00	2037
NP_000081.1	pnCAK6448070.1	0.895	1466	154	0	1	1466	1	1465	0.000E+00	2986
NP_001836.2	pnCAK6442735.1	0.868	1670	220	0	1	1669	1	1670	0.000E+00	3308
NP_001837.2	pnCAK6442734.1	0.797	1712	347	0	1	1712	1	1709	0.000E+00	3055
XP_006724679.1	pnCAK6450330.1	0.923	1691	130	0	1	1691	1	1691	0.000E+00	3567
NP_001123575.1	pnCAK6436369.1	0.811	717	123	0	1	717	1	651	0.000E+00	1241
NP_378667.1	pnCAK6450331.1	0.791	1691	353	0	1	1690	1	1691	0.000E+00	2940
NP_000084.3	pnCAK6433472.1	0.911	1838	160	0	1	1838	1	1801	0.000E+00	3710
NP_000384.2	pnCAK6448071.1	0.883	1453	159	0	47	1499	1	1362	0.000E+00	2855
NP_056534.2	pnCAK6445543.1	0.858	1749	248	0	1	1745	1	1749	0.000E+00	3284
NP_001839.2	pnCAK6442006.1	0.902	1028	101	0	1	1028	1	1027	0.000E+00	1980
NP_001840.3	pnCAK6442005.1	0.898	1019	104	0	1	1019	1	1019	0.000E+00	1972
NP_542412.2	pnCAK6447116.1	0.805	1645	273	0	6	1650	3	1401	0.000E+00	2801
NP_203699.1	pnCAK6450330.1	0.923	1691	130	0	1	1691	1	1691	0.000E+00	3567
XP_005246338.1	pnCAK6448293.1	0.793	1687	345	0	4	1690	1	1667	0.000E+00	3009
NP_775736.2	pnCAK6445972.1	0.874	540	66	0	1	540	1	528	0.000E+00	1013
XP_006716714.1	pnCAK6438837.1	0.917	1796	149	0	1	1796	1	1795	0.000E+00	3473
NP_000080.2	pnCAK6434536.1	0.918	1366	112	0	1	1366	1	1366	0.000E+00	2786
NP_000085.1	pnCAK6435931.1	0.808	2943	559	0	1	2943	1	2912	0.000E+00	5061
NP_001841.2	pnCAK6441598.1	0.932	744	51	0	1	744	1	744	0.000E+00	1574
NP_001845.3	pnCAK6439258.1	0.952	1807	87	0	1	1806	1	1807	0.000E+00	3819
XP_005250867.1	pnCAK6438969.1	0.840	1598	254	0	9	1606	1	1589	0.000E+00	2943
NP_004361.3	pnCAK6446829.1	0.916	3062	257	0	1	3060	1	3062	0.000E+00	5913
XP_005270535.1	pnCAK6440943.1	0.928	703	51	0	1	703	1	703	0.000E+00	1471
NP_116277.2	pnCAK6433648.1	0.861	1860	256	0	1	1860	1	1844	0.000E+00	3466
NP_110447.2	pnCAK6446864.1	0.909	957	87	0	1	957	1	957	0.000E+00	1888
NP_004360.2	pnCAK6448372.1	0.846	2387	367	0	1	2387	9	2392	0.000E+00	4128
NP_066933.1	pnCAK6438837.1	0.917	1796	149	0	1	1796	1	1795	0.000E+00	3473
NP_001846.3	pnCAK6433783.1	0.714	1082	301	0	307	1388	22	1074	0.000E+00	1627
NP_000485.3	pnCAK6436123.1	0.785	1497	302	0	1	1497	1	1407	0.000E+00	2434
NP_542412.2	pnCAK6447116.1	0.805	1645	273	0	6	1650	3	1401	0.000E+00	2801
