efXP_008151928.2	efXP_008151928.2
efXP_008151928.2	moXP_036124066.1
efXP_008151928.2	raXP_016014028.2
efXP_008151928.2	mdXP_059526641.1
efXP_008151928.2	mmXP_036196892.1
efXP_008151928.2	ajXP_053513145.1
efXP_008151928.2	pdXP_028375444.1
efXP_008151928.2	rfXP_032946680.1
efXP_008151928.2	drXP_045038435.2
efXP_008151928.2	mlXP_006105322.1
efXP_008151928.2	pkXP_036307009.1
efXP_008151928.2	sbXP_066120021.1
efXP_008151928.2	phXP_045692310.1
efXP_008151928.2	pgXP_039702233.1
efXP_008151928.2	pnCAK6438302.1
efXP_008151928.2	paXP_006924855.1
efXP_008151928.2	pvXP_023389275.1
efXP_008151928.2	mbXP_005868232.1
mbXP_014388317.1	mbXP_014388317.1
mbXP_014388317.1	pkXP_045433218.1
mbXP_014388317.1	mdXP_059563469.1
mbXP_014388317.1	rfXP_032950945.1
mbXP_014388317.1	mmXP_036179527.1
mbXP_014388317.1	mlXP_023604039.1
mbXP_014388317.1	efXP_054580208.1
moXP_036117124.1	moXP_036117124.1
moXP_036117124.1	rfXP_032978530.1
moXP_036117124.1	raXP_016008109.2
moXP_036117124.1	ajXP_036995372.2
moXP_036117124.1	paXP_015448840.1
moXP_036117124.1	pgXP_039722745.1
moXP_036117124.1	sbXP_066112514.1
moXP_036117124.1	efXP_008153477.2
moXP_036117124.1	pkXP_036267922.1
moXP_036117124.1	pnCAK6433648.1
moXP_036117124.1	mdXP_059513870.1
moXP_036117124.1	mbXP_014384373.1
moXP_036117124.1	drXP_053777366.1
moXP_036117124.1	drXP_053777376.1
moXP_036117124.1	mmXP_036185674.1
moXP_036117124.1	pvXP_023386810.1
moXP_036117124.1	pdXP_028369172.1
moXP_036117124.1	phXP_045696659.1
pgXP_039704627.1	pgXP_039704627.1
pgXP_039704627.1	pnCAK6432904.1
pgXP_039704627.1	moXP_036122018.1
pgXP_039704627.1	sbXP_066088863.1
pgXP_039704627.1	phXP_045676387.1
pgXP_039704627.1	mlXP_023620618.1
pgXP_039704627.1	mbXP_014400217.1
pgXP_039704627.1	mlXP_006101435.1
pgXP_039704627.1	paXP_006918973.1
pgXP_039704627.1	pdXP_035881401.1
pgXP_039704627.1	pkXP_036265250.1
pgXP_039704627.1	ajXP_053513004.1
pgXP_039704627.1	mlXP_023620617.1
pgXP_039704627.1	efXP_054578962.1
pgXP_039704627.1	moXP_036122009.1
pgXP_039704627.1	rfXP_032962209.1
pgXP_039704627.1	pdXP_035881393.1
pgXP_039704627.1	pgXP_039704626.1
pgXP_039704627.1	raXP_036083520.1
pgXP_039704627.1	pvXP_023387182.1
pgXP_039704627.1	paXP_015450366.1
pnCAK6433783.1	pnCAK6433783.1
drXP_024407405.2	drXP_024407405.2
drXP_024407405.2	drXP_024407405.2
drXP_024407405.2	rfXP_032962397.1
drXP_024407405.2	moXP_036127236.1
drXP_024407405.2	mlXP_023614431.1
drXP_024407405.2	efXP_054579148.1
drXP_024407405.2	pkXP_036316605.1
drXP_024407405.2	mbXP_014394316.1
drXP_024407405.2	mdXP_059536091.1
drXP_024407405.2	mmXP_036161322.1
drXP_024407405.2	pvXP_023389915.1
drXP_024407405.2	paXP_015447141.1
drXP_024407405.2	pgXP_039735686.1
drXP_024407405.2	raXP_036083076.1
drXP_024407405.2	sbXP_066105763.1
drXP_024407405.2	pnCAK6450331.1
mbXP_005884529.1	mbXP_005884529.1
mbXP_005884529.1	efXP_008142238.2
mbXP_005884529.1	ajXP_036981549.2
mbXP_005884529.1	ajXP_036981550.2
mbXP_005884529.1	ajXP_053515791.1
mbXP_005884529.1	pdXP_028382457.1
mbXP_005884529.1	pdXP_035867348.1
mbXP_005884529.1	pdXP_035867349.1
mbXP_005884529.1	phXP_045677179.1
mbXP_005884529.1	phXP_045677180.1
mbXP_005884529.1	phXP_045677181.1
mbXP_005884529.1	raXP_036084700.1
mbXP_005884529.1	drXP_045042596.2
mbXP_005884529.1	drXP_045042595.2
mbXP_005884529.1	pvXP_011372234.1
mbXP_005884529.1	pgXP_039722214.1
mbXP_005884529.1	pvXP_011372233.1
mbXP_005884529.1	mlXP_014309679.1
mbXP_005884529.1	mmXP_036156424.1
mbXP_005884529.1	mmXP_036156425.1
mbXP_005884529.1	mmXP_036156426.1
mbXP_005884529.1	mdXP_059541088.1
mbXP_005884529.1	mdXP_059541089.1
mbXP_005884529.1	mdXP_059541090.1
mbXP_005884529.1	rfXP_032961045.1
mbXP_005884529.1	sbXP_066090843.1
mbXP_005884529.1	sbXP_066090844.1
mbXP_005884529.1	moXP_036106029.1
mbXP_005884529.1	pkXP_036315178.1
mbXP_005884529.1	pnCAK6442734.1
mbXP_005884529.1	pkXP_045444738.1
mbXP_005884529.1	pkXP_045444739.1
paXP_024901192.1	paXP_024901192.1
paXP_024901192.1	pgXP_039717484.1
paXP_024901192.1	raXP_036092332.1
paXP_024901192.1	raXP_015999778.2
paXP_024901192.1	raXP_036092334.1
paXP_024901192.1	raXP_036092333.1
paXP_024901192.1	raXP_036092337.1
paXP_024901192.1	raXP_036092331.1
paXP_024901192.1	mmXP_036175505.1
paXP_024901192.1	mmXP_036175506.1
paXP_024901192.1	mdXP_059559628.1
paXP_024901192.1	mmXP_036175509.1
paXP_024901192.1	mmXP_036175507.1
paXP_024901192.1	efXP_054579301.1
paXP_024901192.1	mdXP_059559627.1
paXP_024901192.1	rfXP_032968079.1
paXP_024901192.1	mbXP_014393091.1
paXP_024901192.1	mbXP_014393090.1
paXP_024901192.1	pkXP_036277163.1
paXP_024901192.1	pkXP_036277169.1
paXP_024901192.1	pkXP_036277167.1
paXP_024901192.1	mlXP_023614978.1
paXP_024901192.1	sbXP_066134954.1
paXP_024901192.1	sbXP_066134953.1
