XP_036200768.1	55053
XP_036200800.1	55054
XP_036200800.1	1543
XP_036200800.1	56965
XP_036200800.1	58876
XP_036200800.1	60787
XP_036200832.1	55055
XP_036200832.1	53765
XP_036200832.1	55676
XP_036200832.1	56966
XP_036200960.1	55059
XP_036200960.1	56970
XP_036200960.1	58881
XP_036200960.1	53148
XP_036200960.1	22016
XP_036200960.1	23927
XP_036200960.1	25838
XP_036200960.1	27749
XP_036200960.1	31571
XP_036200960.1	33482
XP_036200960.1	35393
XP_036200960.1	37304
XP_036200992.1	55060
XP_036200992.1	1549
XP_036200992.1	3461
XP_036200992.1	58882
XP_036200992.1	60793
XP_036201056.1	55062
XP_036201440.1	55074
XP_036201472.1	55075
XP_036201472.1	1564
XP_036201472.1	3476
XP_036201472.1	58897
XP_036201472.1	60808
XP_036201728.1	55083
XP_036201792.1	55085
XP_036201792.1	53174
XP_036201920.1	55089
XP_036201920.1	13042
XP_036201952.1	55090
XP_036201952.1	25671
XP_036201952.1	40977
XP_036201952.1	39066
XP_036202208.1	55098
XP_036202208.1	57009
XP_036202208.1	58920
XP_036202208.1	32956
XP_036202208.1	25392
XP_036202208.1	29214
XP_036202208.1	34867
XP_036202208.1	39743
XP_036202208.1	41654
XP_036202208.1	43565
XP_036202272.1	55100
XP_036202272.1	1589
XP_036202272.1	51278
XP_036202272.1	53189
XP_036202272.1	57011
XP_036202272.1	60833
XP_036202272.1	39823
XP_036202272.1	51035
XP_036202272.1	47213
XP_036202304.1	55101
XP_036202304.1	53190
XP_036202304.1	37588
XP_036202304.1	31855
XP_036202304.1	35677
XP_036202304.1	5556
XP_036202304.1	3644
XP_036202304.1	3169
XP_036202304.1	19299
XP_036202304.1	17388
XP_036202304.1	28039
XP_036202304.1	26128
XP_036202304.1	29950
XP_036202304.1	31861
XP_036202304.1	33427
XP_036202304.1	31516
XP_036202304.1	50917
XP_036202304.1	35906
XP_036202304.1	36935
XP_036202304.1	57000
XP_036202304.1	7336
XP_036202304.1	3514
XP_036202304.1	5426
XP_036202304.1	9239
XP_036202304.1	41741
XP_036202304.1	43652
XP_036202304.1	49385
XP_036202464.1	55106
XP_036202464.1	16163
XP_036202464.1	57017
XP_036202752.1	55115
XP_036203008.1	55123
XP_036203008.1	57034
XP_036203008.1	58945
XP_036203072.1	55125
XP_036203072.1	1614
XP_036203072.1	58947
XP_036203072.1	60858
XP_036203680.1	55144
XP_036203680.1	3545
XP_036203680.1	57055
XP_036203680.1	58966
XP_036203680.1	60877
XP_036203680.1	23234
XP_036203680.1	43254
XP_036203680.1	1209
XP_036203680.1	3121
XP_036203680.1	5033
XP_036203680.1	6945
XP_036203680.1	8857
XP_036203680.1	10768
XP_036203680.1	12679
XP_036203680.1	45165
XP_036203680.1	47076
XP_036203680.1	48987
XP_036203680.1	50898
XP_036203680.1	54720
XP_036203680.1	58542
XP_036203680.1	60453
XP_036203680.1	50947
XP_036203680.1	1258
XP_036203680.1	3170
XP_036203680.1	5082
XP_036203680.1	6994
XP_036203680.1	8906
XP_036203680.1	10817
XP_036203680.1	12728
XP_036203680.1	47125
XP_036203680.1	49036
XP_036203680.1	52858
XP_036203680.1	56631
XP_036203680.1	56680
XP_036203680.1	58591
XP_036203680.1	60502
XP_036203680.1	620
XP_036203680.1	26642
XP_036203680.1	8765
XP_036203680.1	10676
XP_036203680.1	15881
XP_036203680.1	17792
XP_036203680.1	19703
XP_036203680.1	28553
XP_036203680.1	30464
XP_036203680.1	32375
XP_036203680.1	34286
XP_036203680.1	20431
XP_036203680.1	7391
XP_036203680.1	7140
XP_036203680.1	9052
XP_036203680.1	10963
XP_036203680.1	12874
XP_036203680.1	14785
XP_036203680.1	16696
XP_036203680.1	20518
XP_036203680.1	22429
XP_036203680.1	24340
XP_036203680.1	43886
XP_036203680.1	45797
XP_036203680.1	47708
XP_036203680.1	49619
XP_036203680.1	23557
XP_036203680.1	25468
XP_036203680.1	27379
XP_036203680.1	29290
XP_036203680.1	33112
XP_036203680.1	35023
XP_036203680.1	36934
XP_036203680.1	38845
XP_036203680.1	40756
XP_036203680.1	31209
XP_036203680.1	33120
XP_036203680.1	35031
XP_036203680.1	36942
XP_036203680.1	55556
XP_036203680.1	54826
XP_036203680.1	3228
XP_036203680.1	20429
XP_036203680.1	22341
XP_036203680.1	29984
XP_036203680.1	37629
XP_036203680.1	45272
XP_036203680.1	56739
XP_036203680.1	49058
XP_036203680.1	2484
XP_036203680.1	44569
XP_036203680.1	38954
XP_036203680.1	5862
XP_036203680.1	9358
XP_036203680.1	20123
XP_036203680.1	21339
XP_036203680.1	22034
XP_036203680.1	23945
XP_036203680.1	25856
XP_036203680.1	27767
XP_036203680.1	28488
XP_036203680.1	29678
XP_036203680.1	30399
XP_036203680.1	31589
XP_036203680.1	33500
XP_036203680.1	35411
XP_036203680.1	36113
XP_036203680.1	40865
XP_036203680.1	42776
XP_036203680.1	44687
XP_036203680.1	46598
XP_036203680.1	48509
XP_036203680.1	49787
XP_036203680.1	50420
XP_036203680.1	51698
XP_036203680.1	52331
XP_036203680.1	54242
XP_036203680.1	59047
XP_036203680.1	53260
XP_036203680.1	51349
XP_036203744.1	55146
XP_036203872.1	55150
XP_036203872.1	9373
XP_036203872.1	7461
XP_036204000.1	55154
XP_036204000.1	57065
XP_036204000.1	58976
XP_036204416.1	55167
XP_036204416.1	52239
XP_036204416.1	40773
XP_036204416.1	8224
XP_036204480.1	55169
XP_036204672.1	55175
XP_036204672.1	53264
XP_036204704.1	55176
XP_036204832.1	55180
XP_036204832.1	1669
XP_036204832.1	3581
XP_036204832.1	7405
XP_036204832.1	9317
XP_036204832.1	11228
XP_036204832.1	57091
XP_036204832.1	59002
XP_036204832.1	60913
XP_036204960.1	55184
XP_036204960.1	53273
XP_036204992.1	55185
XP_036204992.1	39346
XP_036204992.1	10893
XP_036211936.1	55402
XP_036211936.1	49669
XP_036211936.1	51580
XP_036211936.1	53491
XP_036212256.1	55412
YP_009231396.1	55422
XP_036151585.1	55427
XP_036151809.1	55434
XP_036151937.1	55438
XP_036151937.1	16
XP_036151937.1	28686
XP_036151937.1	38242
XP_036151937.1	43971
XP_036151937.1	57349
XP_036151937.1	59260
XP_036151937.1	28684
XP_036151937.1	26773
XP_036151937.1	55440
XP_036152257.1	55448
XP_036152257.1	57359
XP_036152257.1	59270
XP_036152289.1	55449
XP_036152289.1	27
XP_036152289.1	1939
XP_036152289.1	3851
XP_036152289.1	51627
XP_036152289.1	57360
XP_036152321.1	55450
XP_036152321.1	1356
XP_036152321.1	3268
XP_036152321.1	5180
XP_036152321.1	7092
XP_036152321.1	9004
XP_036152321.1	58689
XP_036152321.1	60600
XP_036152321.1	34559
XP_036152321.1	36470
XP_036152321.1	38381
XP_036152321.1	40292
XP_036152321.1	16097
XP_036152321.1	14186
XP_036152321.1	8963
XP_036152321.1	10874
XP_036152321.1	12785
XP_036152321.1	14696
XP_036152321.1	30088
XP_036152321.1	26266
XP_036152321.1	28177
XP_036152321.1	47679
XP_036152321.1	45768
XP_036152641.1	55460
XP_036152641.1	45905
XP_036152641.1	3542
XP_036152641.1	5454
XP_036152641.1	7366
XP_036152641.1	9278
XP_036152641.1	11189
XP_036152641.1	13100
XP_036152641.1	15011
XP_036152641.1	16922
XP_036152641.1	18833
XP_036152641.1	20744
XP_036152641.1	22655
XP_036152641.1	60874
XP_036152641.1	43994
XP_036152641.1	38
XP_036152641.1	47816
XP_036152641.1	49727
XP_036152641.1	51638
XP_036152641.1	53549
XP_036152641.1	57371
XP_036152641.1	23239
XP_036152641.1	25150
XP_036152641.1	27061
XP_036152641.1	28972
XP_036152641.1	30883
XP_036152641.1	32794
XP_036152641.1	36616
XP_036152641.1	38527
XP_036152641.1	40438
XP_036152641.1	42349
XP_036152641.1	44260
XP_036152833.1	55466
XP_036152833.1	3869
XP_036152833.1	13425
XP_036152833.1	19159
XP_036152833.1	32535
XP_036152833.1	40179
XP_036152833.1	47823
XP_036152833.1	51645
XP_036153505.1	55487
XP_036153505.1	53576
XP_036153761.1	55495
XP_036161386.1	11781
XP_036161386.1	7042
XP_036161386.1	17256
XP_036161386.1	6624
XP_036161386.1	54526
XP_036161386.1	52615
XP_036161418.1	11782
XP_036161418.1	312
XP_036161514.1	11785
XP_036161514.1	12849
XP_036161514.1	14760
XP_036161514.1	16671
XP_036161514.1	51814
XP_036161514.1	214
XP_036161514.1	4038
XP_036161514.1	5950
XP_036161514.1	9773
XP_036161514.1	11684
XP_036161514.1	13595
XP_036161514.1	53725
XP_036161514.1	55636
XP_036161514.1	57547
XP_036161514.1	59458
XP_036161514.1	7862
XP_036161514.1	47975
XP_036161514.1	197
XP_036161514.1	2109
XP_036161514.1	4021
XP_036161514.1	5933
XP_036161514.1	49886
XP_036161514.1	53708
XP_036161514.1	55619
XP_036161514.1	57530
XP_036161514.1	59441
XP_036161674.1	11790
XP_036161674.1	1201
XP_036161674.1	56623
XP_036161674.1	58534
XP_036161834.1	11795
XP_036161834.1	1523
XP_036161834.1	20624
XP_036161834.1	18713
XP_036161834.1	27799
XP_036161834.1	33362
XP_036161834.1	51040
XP_036161834.1	44899
XP_036161834.1	9157
XP_036161834.1	7245
XP_036161834.1	17233
XP_036161834.1	28698
XP_036161834.1	34036
XP_036161834.1	32125
XP_036161834.1	38590
XP_036161834.1	57525
XP_036161834.1	46231
XP_036161834.1	5910
XP_036161834.1	7822
XP_036161834.1	9733
XP_036161834.1	11644
XP_036161834.1	13555
XP_036161834.1	15466
XP_036161834.1	17377
XP_036161834.1	43575
XP_036161834.1	37842
XP_036161834.1	41664
XP_036161834.1	56361
XP_036161834.1	54450
XP_036161834.1	52651
XP_036161834.1	10431
XP_036161834.1	1242
XP_036161834.1	3154
XP_036161834.1	5066
XP_036161834.1	54753
XP_036161834.1	56664
XP_036161834.1	58575
XP_036161834.1	31929
XP_036161834.1	10784
XP_036161834.1	12695
XP_036161834.1	22625
XP_036161834.1	21863
XP_036161834.1	48628
XP_036161834.1	41478
XP_036161834.1	39467
XP_036161834.1	53835
XP_036161866.1	11796
XP_036161930.1	11798
XP_036161930.1	2663
XP_036162442.1	11814
XP_036162762.1	11824
XP_036162922.1	11829
XP_036162922.1	15651
XP_036162922.1	17562
XP_036163178.1	11837
XP_036163178.1	13748
XP_036163178.1	15659
XP_036163338.1	11842
XP_036163338.1	2183
XP_036163338.1	11739
XP_036163690.1	11853
XP_036163690.1	6132
XP_036163690.1	4220
XP_036163690.1	8044
XP_036163690.1	9955
XP_036163690.1	9966
XP_036163690.1	11877
XP_036163690.1	13788
XP_036163690.1	15699
XP_036163690.1	17610
XP_036163690.1	19521
XP_036163690.1	21432
XP_036163690.1	23343
XP_036164586.1	11881
XP_036164586.1	8059
XP_036164842.1	11889
XP_036164842.1	9978
XP_036165002.1	11894
XP_036165002.1	13805
XP_036165002.1	17627
XP_036165002.1	19538
XP_036165002.1	6010
XP_036165002.1	56431
XP_036165002.1	1009
XP_036165002.1	2921
XP_036165002.1	4833
XP_036165002.1	6745
XP_036165002.1	8657
XP_036165002.1	10568
XP_036165002.1	58342
XP_036165002.1	60253
XP_036165002.1	31945
XP_036165002.1	33856
XP_036165002.1	35767
XP_036165002.1	37678
XP_036165002.1	39589
XP_036165002.1	41500
XP_036165002.1	43411
XP_036165066.1	11896
XP_036165066.1	9985
XP_036165162.1	11899
XP_036165162.1	13810
XP_036165162.1	15721
XP_036165162.1	17632
XP_036165162.1	19543
XP_036165162.1	21454
XP_036165162.1	23365
XP_036165162.1	25276
XP_036165162.1	27187
XP_036165162.1	29098
XP_036165162.1	32920
XP_036165386.1	11906
XP_036165386.1	29105
XP_036165386.1	40571
XP_036165386.1	57770
XP_036165578.1	11912
XP_036165578.1	10001
XP_036165578.1	13823
XP_036165578.1	15734
XP_036165578.1	17645
XP_036165578.1	19556
XP_036165578.1	21467
XP_036165578.1	39627
XP_036165578.1	41538
XP_036165578.1	43449
XP_036165578.1	45360
XP_036165578.1	47271
XP_036165578.1	49182
XP_036165610.1	11913
XP_036165610.1	10002
XP_036165706.1	11916
XP_036165706.1	13827
XP_036165706.1	15738
XP_036165706.1	19560
XP_036165706.1	21471
XP_036165706.1	23382
XP_036165706.1	25293
XP_036165898.1	11922
XP_036166314.1	11935
XP_036166314.1	13846
XP_036166314.1	15757
XP_036166314.1	17668
XP_036166346.1	11936
XP_036166538.1	11942
XP_036166538.1	10031
XP_036166602.1	11944
XP_036166602.1	8122
XP_036166602.1	10033
XP_036166794.1	11950
XP_036167018.1	11957
XP_036167018.1	13868
XP_036167018.1	15779
XP_036167018.1	36800
XP_036167018.1	23423
XP_036167018.1	25334
XP_036167018.1	27245
XP_036167018.1	29156
XP_036167018.1	31067
XP_036167018.1	32978
XP_036167018.1	34889
XP_036167082.1	11959
XP_036167082.1	13870
XP_036167082.1	15781
XP_036167082.1	17692
XP_036167082.1	19603
XP_036167082.1	21514
XP_036167082.1	23425
