NP_001147.1	mmXP_036192976.1	0.905	466	44	0	1	466	1	462	2.024E-291	889
NP_004025.1	mmXP_036192972.1	0.901	488	48	0	1	488	1	484	4.162E-303	924
NP_004025.1	mmXP_036192974.1	0.901	488	48	0	1	488	1	484	4.162E-303	924
NP_004025.1	mmXP_036192975.1	0.901	488	48	0	1	488	1	484	4.162E-303	924
NP_922941.1	mmXP_036157263.1	0.761	168	40	0	1	168	1	168	1.753E-83	272
NP_072092.2	mmXP_036157261.1	0.776	201	45	0	1	201	1	201	1.471E-101	326
NP_922938.1	mmXP_036157259.1	0.740	247	62	0	1	247	1	241	1.346E-116	372
NP_001124183.1	mmXP_036156491.1	0.747	123	31	0	50	172	208	330	1.278E-64	218
NP_005118.2	mmXP_036156494.1	0.607	140	53	0	11	147	34	173	7.292E-59	200
XP_005261968.1	mmXP_036167189.1	0.853	1840	270	0	1	1838	1	1840	0.000E+00	3282
XP_006724476.1	mmXP_036167189.1	0.853	1840	270	0	1	1838	1	1840	0.000E+00	3282
NP_005384.2	mmXP_036161241.1	0.867	1901	253	0	9	1909	4	1904	0.000E+00	3446
NP_005752.1	mmXP_036157471.1	0.899	1572	158	0	1	1568	1	1572	0.000E+00	2912
NP_055918.2	mmXP_036188155.1	0.938	1930	119	0	1	1925	1	1930	0.000E+00	3754
NP_002571.1	mmXP_036158204.1	0.676	173	56	0	1	173	1	173	1.320E-81	267
NP_945119.1	mmXP_036211480.1	0.826	816	141	0	22	837	6	815	0.000E+00	1406
NP_060259.4	mmXP_036158159.1	0.899	834	84	0	1	833	1	834	0.000E+00	1602
NP_060259.4	mmXP_036158160.1	0.899	834	84	0	1	833	1	834	0.000E+00	1602
NP_060259.4	mmXP_036158164.1	0.899	834	84	0	1	833	1	834	0.000E+00	1602
NP_060259.4	mmXP_036158165.1	0.899	834	84	0	1	833	1	834	0.000E+00	1602
NP_060259.4	mmXP_036158163.1	0.899	834	84	0	1	833	109	942	0.000E+00	1602
NP_060259.4	mmXP_036158161.1	0.899	834	84	0	1	833	110	943	0.000E+00	1602
NP_001135759.1	mmXP_036158240.1	0.821	735	131	0	3	737	1	732	0.000E+00	1289
NP_006369.3	mmXP_036158234.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
NP_006369.3	mmXP_036158235.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
NP_006369.3	mmXP_036158236.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
NP_006369.3	mmXP_036158237.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
NP_006369.3	mmXP_036158238.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
XP_005251711.1	mmXP_036158234.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
XP_005251711.1	mmXP_036158235.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
XP_005251711.1	mmXP_036158236.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
XP_005251711.1	mmXP_036158237.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
XP_005251711.1	mmXP_036158238.1	0.786	860	182	0	3	862	1	853	0.000E+00	1418
NP_001258590.1	mmXP_036189912.1	0.890	164	18	0	335	498	1	164	1.232E-90	314
NP_000533.3	mmXP_036189764.1	0.706	379	110	0	13	391	1	374	6.327E-180	563
NP_006140.1	mmXP_036202783.1	0.804	323	63	0	1	323	1	322	8.312E-186	576
NP_057075.1	mmXP_036207853.1	0.778	244	54	0	1	244	1	244	3.053E-132	417
NP_057075.1	mmXP_036207854.1	0.778	244	54	0	1	244	1	244	3.053E-132	417
NP_072092.2	mmXP_036157261.1	0.776	201	45	0	1	201	1	201	1.471E-101	326
NP_005561.1	mmXP_036178296.1	0.911	518	45	0	1	510	1	518	0.000E+00	1001
NP_000233.1	mmXP_036193230.1	0.677	248	79	0	1	248	8	254	4.963E-111	356
XP_006717924.1	mmXP_036193230.1	0.677	248	79	0	1	248	8	254	4.963E-111	356
NP_001191215.1	mmXP_036200530.1	0.549	480	212	0	5	484	193	663	9.473E-146	469
NP_001191215.1	mmXP_036200529.1	0.549	480	212	0	5	484	221	691	9.473E-146	469
NP_001128563.1	mmXP_036181568.1	0.628	334	121	0	28	361	1	326	9.677E-123	396
NP_001128563.1	mmXP_036181568.1	0.628	334	121	0	28	361	1	326	9.677E-123	396
NP_663625.2	mmXP_036181568.1	0.628	334	121	0	1	334	1	326	3.066E-123	396
NP_078966.2	mmXP_036169945.1	0.385	10741	5624	0	3751	14491	3	9147	0.000E+00	5822
NP_775871.2	mmXP_036154908.1	0.376	7791	3141	0	585	8375	1	5035	0.000E+00	4022
XP_005254746.1	mmXP_036156449.1	0.948	1054	55	0	1	1054	1	1054	0.000E+00	2119
NP_003603.1	mmXP_036204546.1	0.863	666	91	0	1	666	1	664	0.000E+00	1232
NP_000691.1	mmXP_036186722.1	0.875	345	43	0	1	345	1	345	1.473E-199	617
NP_009124.2	mmXP_036169912.1	0.924	317	24	0	8	324	8	324	3.672E-204	629
NP_001148.1	mmXP_036193150.1	0.913	508	44	0	1	505	1	508	0.000E+00	988
NP_001265336.1	mmXP_036193150.1	0.913	508	44	0	1	505	1	508	0.000E+00	988
NP_060876.5	mmXP_036207640.1	0.696	1196	361	0	4212	5407	35	1223	0.000E+00	1784
NP_065962.1	mmXP_036184550.1	0.973	1891	51	0	4	1894	1	1890	0.000E+00	3839
NP_065962.1	mmXP_036184551.1	0.973	1891	51	0	4	1894	1	1890	0.000E+00	3839
XP_005250743.1	mmXP_036184550.1	0.973	1891	51	0	4	1894	1	1890	0.000E+00	3839
XP_005250743.1	mmXP_036184551.1	0.973	1891	51	0	4	1894	1	1890	0.000E+00	3839
XP_006716234.1	mmXP_036184550.1	0.973	1891	51	0	4	1894	1	1890	0.000E+00	3839
XP_006716234.1	mmXP_036184551.1	0.973	1891	51	0	4	1894	1	1890	0.000E+00	3839
NP_001138371.1	mmXP_036171276.1	0.434	232	123	0	5	223	8	239	3.745E-58	203
NP_002297.2	mmXP_036163787.1	0.692	266	77	0	1	250	1	266	5.576E-128	405
NP_002297.2	mmXP_036163779.1	0.692	266	77	0	1	250	1	266	5.576E-128	405
NP_689886.3	mmXP_036206187.1	0.493	537	259	0	1	537	1	511	1.463E-136	445
NP_001010909.2	mmXP_036212157.1	0.522	312	146	0	234	540	8	319	2.021E-80	282
NP_001129686.1	mmXP_036201068.1	0.842	450	70	0	1	445	1	450	1.328E-268	822
XP_006721730.1	mmXP_036196591.1	0.793	281	58	0	1	281	1	279	6.126E-151	473
XP_006721730.1	mmXP_036196592.1	0.793	281	58	0	1	281	1	279	6.126E-151	473
XP_006721730.1	mmXP_036196593.1	0.793	281	58	0	1	281	1	279	6.126E-151	473
XP_006721730.1	mmXP_036196594.1	0.793	281	58	0	1	281	1	279	6.126E-151	473
XP_006721729.1	mmXP_036196590.1	0.788	284	60	0	8	291	82	363	1.963E-151	475
XP_006721729.1	mmXP_036196589.1	0.775	290	65	0	2	291	77	364	1.963E-151	475
NP_114114.2	mmXP_036170229.1	0.954	285	13	0	46	330	1	285	4.574E-196	606
NP_001107573.1	mmXP_036207814.1	0.759	245	59	0	1	245	1	245	1.428E-123	392
NP_001107573.1	mmXP_036207813.1	0.759	245	59	0	1	245	5	249	1.428E-123	392
NP_001107573.1	mmXP_036207812.1	0.759	245	59	0	1	245	9	253	1.428E-123	392
NP_758957.2	mmXP_036207814.1	0.759	245	59	0	1	245	1	245	1.428E-123	392
NP_758957.2	mmXP_036207813.1	0.759	245	59	0	1	245	5	249	1.428E-123	392
NP_758957.2	mmXP_036207812.1	0.759	245	59	0	1	245	9	253	1.428E-123	392
NP_006679.1	mmXP_036197965.1	0.976	258	6	0	1	258	1	258	2.038E-177	548
NP_872334.2	mmXP_036175910.1	0.944	287	16	0	1	287	1	287	5.802E-189	583
